%time,field.data
3266804000000,1.57792763576
3267433000000,1.57762799209
3267450000000,1.57674311338
3267472000000,1.57529461611
3267493000000,1.57330473177
3267509000000,1.57079618423
3267526000000,1.56779207424
3267544000000,1.56431577157
3267565000000,1.56039081565
3267583000000,1.55604082519
3267604000000,1.55128941771
3267639000000,1.54616946285
3267674000000,1.53511220514
3267702000000,1.52348573128
3267735000000,1.51190448589
3267768000000,1.50631973129
3267803000000,1.49593461725
3267848000000,1.4875855301
3267884000000,1.4843393527
3267920000000,1.48977197904
3267958000000,1.50759084091
3267994000000,1.52238889292
3268036000000,1.56635131051
3268077000000,1.62842017752
3268115000000,1.66458674745
3268118000000,1.70319741392
3268154000000,1.74345670192
3268191000000,1.82534742876
3268229000000,1.90204026014
3268262000000,1.92
3268294000000,1.92
3268296000000,1.92
3268324000000,1.92
3268357000000,1.91974626753
3268390000000,1.82751180802
3268426000000,1.77329921927
3268427000000,1.71606537813
3268467000000,1.65791445219
3268503000000,1.54641823939
3268543000000,1.45180176498
3268582000000,1.41426748236
3268583000000,1.38496726357
3268625000000,1.36518984485
3268662000000,1.35902123745
3268689000000,1.39516635415
3268738000000,1.46403103781
3268776000000,1.50771922673
3268810000000,1.60715767381
3268847000000,1.71269010274
3268880000000,1.81070187333
3268915000000,1.85301282993
3268915000000,1.88867401812
3268952000000,1.91591071094
3268988000000,1.92
3269025000000,1.91399305155
3269064000000,1.87125872428
3269102000000,1.84628900152
3269102000000,1.82047455601
3269147000000,1.7949294006
3269194000000,1.74872327107
3269233000000,1.71527544624
3269276000000,1.70175734006
3269321000000,1.71304036543
3269357000000,1.72663679442
3269358000000,1.74437723536
3269398000000,1.76540014219
3269437000000,1.81372944417
3269473000000,1.86401201685
3269509000000,1.90775291996
3269549000000,1.92
3269550000000,1.92
3269589000000,1.92
3269607000000,1.89639194755
3269653000000,1.86491372634
3269653000000,1.8264618481
3269697000000,1.73415863008
3269727000000,1.6829643591
3269728000000,1.63074115709
3269763000000,1.57931005525
3269802000000,1.48512405172
3269842000000,1.41171080403
3269885000000,1.3859892138
3269885000000,1.36926848382
3269925000000,1.36285946362
3269966000000,1.38267434657
3270003000000,1.43891690511
3270045000000,1.47785670494
3270046000000,1.52249883077
3270086000000,1.57165457939
3270125000000,1.67826521137
3270163000000,1.78574370144
3270200000000,1.83599203158
3270201000000,1.88208949797
3270229000000,1.92
3270266000000,1.92
3270299000000,1.92
3270332000000,1.92
3270369000000,1.92
3270374000000,1.92
3270413000000,1.91912454456
3270453000000,1.87779171569
3270500000000,1.84199477394
3270539000000,1.81895007017
3270579000000,1.81532079792
3270613000000,1.82119103985
3270616000000,1.83113558719
3270654000000,1.84431917723
3270694000000,1.87702536678
3270725000000,1.9122547434
3270763000000,1.92
3270797000000,1.92
3270801000000,1.92
3270838000000,1.92
3270876000000,1.92
3270908000000,1.86820289106
3270949000000,1.78298177674
3270983000000,1.73449811607
3271015000000,1.63187848022
3271045000000,1.53258492931
3271088000000,1.44780610543
3271126000000,1.41387610284
3271128000000,1.3870922033
3271166000000,1.36857682087
3271209000000,1.36053061268
3271242000000,1.38930579522
3271281000000,1.44637308269
3271317000000,1.48279346399
3271357000000,1.56557697137
3271390000000,1.65274854049
3271428000000,1.73278277145
3271459000000,1.76718022665
3271460000000,1.79629414715
3271492000000,1.81891656991
3271529000000,1.84002755448
3271562000000,1.82569432068
3271598000000,1.79073961729
3271635000000,1.7674575255
3271641000000,1.74146156562
3271681000000,1.71360590912
3271721000000,1.65545436932
3271760000000,1.59873044346
3271803000000,1.57247964477
3271804000000,1.54840196657
3271844000000,1.5268876773
3271878000000,1.49053799381
3271912000000,1.46086428441
3271952000000,1.43542219823
3271991000000,1.42357535865
3271994000000,1.41194873452
3272035000000,1.40027956424
3272076000000,1.3763368468
3272112000000,1.35242335685
3272150000000,1.32970401464
3272185000000,1.3092851021
3272222000000,1.30027136979
3272225000000,1.29222850916
3272261000000,1.28525119184
3272293000000,1.27429345
3272325000000,1.26685441711
3272368000000,1.26239391494
3272402000000,1.26111968647
3272402000000,1.26039974419
3272429000000,1.26017315225
