%time,field.data
3266804000000,0.0
3267432000000,-4.6966800961e-05
3267450000000,-0.000173066765714
3267471000000,-0.000356096758703
3267493000000,-0.000573861230811
3267509000000,-0.000804181718365
3267526000000,-0.00102490138362
3267544000000,-0.00121388460426
3267565000000,-0.00134901163909
3267583000000,-0.0014081683975
3267604000000,-0.00136923132181
3267639000000,-0.00121405119774
3267673000000,-0.000550199240076
3267702000000,0.000573297886138
3267731000000,0.0021428274239
3267767000000,0.00309067038972
3267803000000,0.00530415109302
3267848000000,0.00788311891802
3267883000000,0.0105775283557
3267920000000,0.013085760898
3267958000000,0.0151023572473
3267994000000,0.0158305818201
3268035000000,0.0165478367043
3268077000000,0.0162774911915
3268116000000,0.0158321332712
3268118000000,0.015214342649
3268153000000,0.0144497255761
3268192000000,0.012581153548
3268228000000,0.01042571837
3268261000000,0.00810725278871
3268294000000,0.00684331785456
3268296000000,0.00547311983931
3268324000000,0.00396569129516
3268357000000,0.000413975539058
3268390000000,-0.00406713360304
3268426000000,-0.00673878248782
3268426000000,-0.0097240820821
3268467000000,-0.0129613263157
3268502000000,-0.0198630240407
3268543000000,-0.0267681906547
3268582000000,-0.0299999989701
3268583000000,-0.0329600141397
3268625000000,-0.0355510886335
3268663000000,-0.0392531293422
3268689000000,-0.0408013504286
3268741000000,-0.0403385789006
3268775000000,-0.0394128453037
3268809000000,-0.0363029304971
3268846000000,-0.0316908238235
3268880000000,-0.0258183342601
3268915000000,-0.0225259725974
3268916000000,-0.0190643739567
3268953000000,-0.0154840188724
3268987000000,-0.0081672692635
3269025000000,-0.000974819064913
3269064000000,0.00569491738275
3269102000000,0.00873710166717
3269102000000,0.0115548681908
3269147000000,0.0141274917553
3269193000000,0.0184543544493
3269233000000,0.0215508148732
3269276000000,0.0232453405876
3269322000000,0.0234349566237
3269356000000,0.023024866317
3269357000000,0.0223261628473
3269398000000,0.0213755857065
3269436000000,0.0188696536814
3269473000000,0.0158174345844
3269509000000,0.0125427111209
3269548000000,0.0109202476869
3269549000000,0.00928925706401
3269589000000,0.00763013068077
3269607000000,0.00442500055041
3269652000000,0.00297164560506
3269653000000,0.00167666806561
3269696000000,-0.000268049308658
3269727000000,-0.000845071005586
3269728000000,-0.00116140219133
3269763000000,-0.00124262522777
3269801000000,-0.000810358068477
3269841000000,0.000221221288772
3269884000000,0.000891027860937
3269885000000,0.00163115217781
3269925000000,0.00242401960443
3269965000000,0.00389074571777
3270004000000,0.00514783329742
3270045000000,0.0057447274156
3270045000000,0.0063329253953
3270086000000,0.00691142298404
3270125000000,0.00799581091607
3270163000000,0.00885516821175
3270200000000,0.00918615534
3270201000000,0.0094783169602
3270229000000,0.00975332121563
3270266000000,0.0103386254178
3270300000000,0.0111215627473
3270332000000,0.0120704039749
3270369000000,0.0125740517793
3270374000000,0.0130809929107
3270413000000,0.0135616336654
3270453000000,0.0143293585368
3270499000000,0.014654749994
3270539000000,0.0143238476227
3270578000000,0.0131317822646
3270613000000,0.0121856301138
3270616000000,0.0110193025731
3270654000000,0.00964394036784
3270694000000,0.00631111764301
3270725000000,0.00228063557578
3270763000000,-0.00234714898939
3270796000000,-0.0048472403721
3270802000000,-0.00742801176793
3270838000000,-0.0100199179146
3270876000000,-0.0149922249641
3270908000000,-0.0194092287633
3270949000000,-0.0229326160516
3270983000000,-0.0242502848608
3271015000000,-0.0258486928271
3271045000000,-0.0261243552091
3271088000000,-0.0252231338951
3271126000000,-0.0243957677256
3271127000000,-0.0233611089755
3271166000000,-0.0221567995387
3271208000000,-0.0193526170173
3271243000000,-0.0160618445683
3271281000000,-0.0125845794016
3271317000000,-0.0108686603454
3271357000000,-0.0076495752112
3271390000000,-0.00493253907846
3271428000000,-0.00293319499741
3271459000000,-0.00220730606917
3271460000000,-0.0016583015625
3271492000000,-0.0012847118231
3271528000000,-0.00107242275021
3271562000000,-0.00155505565787
3271597000000,-0.00234385731856
3271636000000,-0.00280458856842
3271641000000,-0.00329021862139
3271681000000,-0.00378370576248
3271720000000,-0.00471497869407
3271760000000,-0.00541469489881
3271803000000,-0.00560869426521
3271805000000,-0.00565673024379
3271843000000,-0.00553928582966
3271877000000,-0.00498111682677
3271912000000,-0.00436923528054
3271952000000,-0.00417486126467
3271991000000,-0.00438588488392
3271994000000,-0.00488461994718
3272034000000,-0.00573325396594
3272076000000,-0.00853464841318
3272112000000,-0.0123150090948
3272149000000,-0.0164091864107
3272185000000,-0.0201597513775
3272222000000,-0.02170307796
3272225000000,-0.0229177742324
3272261000000,-0.0237473701541
3272293000000,-0.0244262259137
3272325000000,-0.0242070064228
3272367000000,-0.0235798352611
3272402000000,-0.0232660534588
3272403000000,-0.0230333421186
3272429000000,-0.022942340702
