%time,field.data
3266805000000,0.0
3267433000000,-4.37984909313e-05
3267450000000,-0.000161866158549
3267471000000,-0.000334227948949
3267493000000,-0.000540928583572
3267509000000,-0.000762028638636
3267526000000,-0.000977599512272
3267544000000,-0.00116771722538
3267565000000,-0.00131245500804
3267583000000,-0.00139187462642
3267604000000,-0.00138601640591
3267641000000,-0.00127827390683
3267674000000,-0.000748036996315
3267702000000,0.000200646605016
3267735000000,0.00156706483902
3267767000000,0.00240692091061
3267803000000,0.00446129237649
3267848000000,0.00700511870782
3267883000000,0.00980004404922
3267920000000,0.0125480481348
3267958000000,0.0149278617893
3267994000000,0.0158722748707
3268036000000,0.0170547518674
3268077000000,0.017228651233
3268115000000,0.0169920411696
3268118000000,0.0165886839957
3268154000000,0.0160390063707
3268192000000,0.0145869976742
3268228000000,0.0128151344824
3268261000000,0.0108390536713
3268294000000,0.00972819865671
3268296000000,0.0084974357407
3268324000000,0.00711855022461
3268357000000,0.00380395397092
3268390000000,-0.000435018754382
3268426000000,-0.00295895051717
3268427000000,-0.00577027078801
3268467000000,-0.00880590579365
3268503000000,-0.0152256516614
3268543000000,-0.0215714760607
3268582000000,-0.0245152338527
3268583000000,-0.0271988788928
3268625000000,-0.0295418194677
3268662000000,-0.0328986583174
3268689000000,-0.0343306052319
3268741000000,-0.0339590507784
3268776000000,-0.0331405157354
3268810000000,-0.030326377707
3268847000000,-0.0260620230321
3268880000000,-0.0205335636807
3268915000000,-0.0174619847248
3268915000000,-0.0143238215884
3268952000000,-0.0111622046849
3268987000000,-0.00494814756684
3269025000000,0.000809447908197
3269064000000,0.00572909411383
3269102000000,0.00778154016284
3269102000000,0.00953665095797
3269147000000,0.0109803167799
3269193000000,0.0128988990104
3269233000000,0.0135196037197
3269276000000,0.0129008691844
3269321000000,0.0109913581785
3269355000000,0.00958712435637
3269356000000,0.00794611068757
3269398000000,0.00611066816064
3269437000000,0.00201224888354
3269473000000,-0.00241228303567
3269509000000,-0.00687698496604
3269548000000,-0.00903448679931
3269549000000,-0.0110936000865
3269589000000,-0.0130172785663
3269607000000,-0.0163059852577
3269652000000,-0.0175920334463
3269653000000,-0.0185840618028
3269696000000,-0.0196989715679
3269727000000,-0.0198014989619
3269728000000,-0.0196016753835
3269763000000,-0.0191195622906
3269801000000,-0.017393981389
3269841000000,-0.0148068420937
3269884000000,-0.0132516477057
3269885000000,-0.0115563853036
3269925000000,-0.00974722908646
3269965000000,-0.00589724014319
3270004000000,-0.00193344045935
3270045000000,2.01027658545e-05
3270046000000,0.00191750164868
3270086000000,0.00373070367992
3270125000000,0.00699025839084
3270163000000,0.00957336822191
3270200000000,0.0105918814789
3270201000000,0.0114541181274
3270229000000,0.0121789798031
3270266000000,0.0133040181087
3270300000000,0.0141425587559
3270332000000,0.0148746444283
3270369000000,0.0152506168775
3270374000000,0.0156190318054
3270413000000,0.0159537990264
3270453000000,0.0164299136949
3270499000000,0.0165183333839
3270539000000,0.0160901246565
3270579000000,0.0150283560263
3270613000000,0.0142429159904
3270616000000,0.0132868049473
3270653000000,0.012157560799
3270694000000,0.00937360274721
3270725000000,0.00589938684022
3270763000000,0.00178255273903
3270797000000,-0.000487240800824
3270802000000,-0.00285627069656
3270838000000,-0.00528357276629
3270876000000,-0.0101508121795
3270908000000,-0.0147684373284
3270949000000,-0.0188072086045
3270983000000,-0.0204788303639
3271015000000,-0.0229800089568
3271045000000,-0.0244245624264
3271088000000,-0.0249274455408
3271126000000,-0.0248637602206
3271128000000,-0.024610739742
3271166000000,-0.0241837163553
3271209000000,-0.0228677710782
3271243000000,-0.0210885095627
3271287000000,-0.0190743041096
3271317000000,-0.0180515798958
3271357000000,-0.0161254969756
3271390000000,-0.0145717189711
3271428000000,-0.0136001321747
3271459000000,-0.013257539235
3271460000000,-0.0129158849617
3271492000000,-0.0125821428912
3271528000000,-0.0119595706345
3271562000000,-0.011423960876
3271598000000,-0.0110006234606
3271635000000,-0.0108254115517
3271641000000,-0.0106596444439
3271681000000,-0.0104890790707
3271720000000,-0.0100647832819
3271761000000,-0.00929085878098
3271803000000,-0.00850838937104
3271804000000,-0.00741194413844
3271844000000,-0.00601000986142
3271877000000,-0.00260873545779
3271912000000,0.000959509914023
3271952000000,0.00394417111649
3271991000000,0.00499126214555
3271994000000,0.00562582935365
3272035000000,0.00576413734848
3272076000000,0.00440492824987
3272112000000,0.0016634253447
3272150000000,-0.00142964980907
3272185000000,-0.00430345499567
3272222000000,-0.00548272271669
3272225000000,-0.0063978217856
3272260000000,-0.00700010209918
3272293000000,-0.00741426308148
3272325000000,-0.00711886322987
3272368000000,-0.00652302886807
3272402000000,-0.00623927490451
3272402000000,-0.00603221285234
3272429000000,-0.00595206080527
